NAMESPACE            NAME                                                 READY   STATUS                   RESTARTS       AGE     IP              NODE                         NOMINATED NODE   READINESS GATES
tigera-operator      tigera-operator-7fc95779c7-vl22t                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vl2qp                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vl495                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vl8hl                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vlcr6                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vld4f                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vlg8w                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vlp8n                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vlrsb                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vlsfj                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vm6d9                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vm9n4                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vmplf                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vmq64                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vmzkm                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vn69h                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vn8fv                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vn9fh                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vncc6                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vnfhb                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vnjfs                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vnr8n                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vnrkk                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vns2h                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vp2kb                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vp8sn                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vph56                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vpm24                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vpn8x                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vpqss                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vpv4f                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vq28j                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vq49q                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vq4tf                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vq8l7                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vqfhc                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vqfvw                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vqhmt                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vqm7q                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vqv5k                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vqvfc                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vr4kk                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vr65j                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vrbkl                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vrh7j                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vrnrp                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vrrhz                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vrskx                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vrsqh                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vrt7g                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vrzvk                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vs265                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vs7b7                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vs85r                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vs9lv                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vs9vp                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vsb6d                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vshsf                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vsjcx                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vslf7                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vsq2g                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vsr7n                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vstrh                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vt52k                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vt5jl                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vtjjp                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vtmv4                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vtn49                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vtqfj                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vtrmc                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vtsrf                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vtt98                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vttgg                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vvf52                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vvfxg                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vvj4v                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vvksh                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vvlzd                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vvpdk                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vvsh9                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vvsrn                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vvsv9                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vvtwd                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vw2k2                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vw55j                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vw9sr                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vwdnk                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vwfk6                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vwgnd                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vwl82                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vwlqg                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vwwgg                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vwwzp                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vx2cp                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vxgg5                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vxh7q                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vxmbh                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vxq6j                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vz59g                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vz6hj                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vz8b8                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vzc98                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vzhw2                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vzhz6                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vzjp5                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vzpn6                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vzqzh                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vzs6q                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-vzwvr                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w24c6                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w24km                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w27nw                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w2gbb                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w2gfc                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w2gfd                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w2htc                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w2jbv                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w2n8q                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w2x7j                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w2xgk                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w42vw                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w4fpk                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w4hkx                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w4kjq                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w4mtp                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w4nb2                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w4sq8                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w4tkz                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w4tqb                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w4ttv                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w524n                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w55wr                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w5cp2                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w5drd                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w5f9v                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w5h8k                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w5j6q                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w5nmc                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w5pwj                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w5srf                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w5wh4                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w6fck                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w6hj8                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w6qq8                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w6rqx                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w6tp2                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w7cqk                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w7j84                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w7jh4                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w7k5b                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w7knt                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w7srn                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w7xsn                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w7z4h                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w7zgc                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w87h2                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w88dg                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w8d49                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w8fjn                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w8lq7                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w8nkf                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w8sjs                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w8ss7                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w8v8p                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w8wch                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w8wfn                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w9625                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w98vw                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w99r6                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w9c2q                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w9cx5                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w9gxd                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w9h4j                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w9ks2                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w9p7q                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w9pts                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-w9tdp                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-wb22r                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-wbdgf                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-wbfgk                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-wbkdw                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-wblbr                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-wbqdv                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-wbwrq                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-wbzd5                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-wc544                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-wc926                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-wcb78                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-wccp7                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-wcfgb                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
tigera-operator      tigera-operator-7fc95779c7-wck7x                     0/1     Evicted                  0              12h     <none>          hostname-txyuq.foreman.pxe   <none>           <none>
